Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Nemanja Bjelica,PF,SAC,@ BKN,5th,106.50,5900,18.5,50.2,24.3,2.2,0.95,34.28,6.79,9.07,6.37,15.8,7.9,25.5,33.75,32.08,32.08,100,,63,5.4,Y,31,26.40,4.5
Cody Zeller,C,CHA,@ WAS,23rd,114.25,5800,6.6,47.4,24.9,1.3,0.98,35.31,11.41,11.66,7.53,19.7,8.5,25.4,23.75,24.04,24.04,100,,53,4.1,Y,22,14.70,2.5
Isaiah Thomas,PG,WAS,vs CHA,26th,120.25,5700,17.5,38.2,24.0,6.0,0.98,35.12,11.33,5.92,8.73,23.9,11.5,24.6,27.75,26.34,26.34,100,,75,4.6,Y,21,12.90,2.3
Kendrick Nunn,PG,MIA,@ CHI,1st,110.25,5700,17.5,49.3,28.2,3.4,0.93,33.48,7.93,9.09,6.88,24.9,14.4,30.3,31.25,31.16,31.16,100,,68,5.5,Y,26,25.60,4.5
Derrick Rose,PG,DET,vs ATL,2nd,116.25,5600,13.4,48.3,29.4,5.3,1.20,43.07,13.73,9.97,9.92,32.8,13.3,24.6,26.00,28.32,28.32,100,,66,5.1,,18,20.20,3.6
Taurean Prince,SF,BKN,vs SAC,26th,108.50,5600,8.1,47.5,24.9,1.5,0.83,30.07,8.89,11.27,7.59,19.3,11.3,29.9,30.75,24.98,24.98,100,,55,4.5,Y,25,9.10,1.6
Steven Adams,C,OKC,vs LAL,4th,102.75,5600,14.6,38.3,24.9,2.6,0.95,34.26,8.52,6.79,6.21,16.1,7.0,26.2,26.25,24.76,24.76,100,,73,4.4,Y,27,32.20,5.8
Collin Sexton,PG,CLE,@ DAL,6th,105.75,5600,12.1,35,25.6,2.0,0.86,30.99,6.97,6.55,5.57,27.2,15.8,29.8,28.75,21.90,21.90,100,,74,3.9,Y,32,20.90,3.7
Kevon Looney,C,GSW,@ UTA,1st,96.25,5600,0,0,14.3,1.0,1.43,51.48,0.00,0.00,0,19.2,4.0,10.0,0.00,0.00,0.00,100,,0,0,,,,
Patrick Beverley,PG,LAC,vs HOU,11th,115.75,5600,9.5,50.3,25.7,3.0,0.83,29.87,9.73,11.66,8.65,13.7,7.9,30.9,32.00,26.99,26.99,100,,55,4.8,Y,19,11.60,2.1
Rui Hachimura,PF,WAS,vs CHA,20th,120.25,5500,10.8,43.7,23.9,1.8,0.87,31.32,12.03,9.42,9.11,19.7,11.6,27.5,27.25,24.89,24.89,100,,61,4.5,Y,21,22.40,4.1
Harrison Barnes,SF,SAC,@ BKN,11th,106.50,5500,19.1,44.6,27.1,2.2,0.80,28.69,5.08,7.27,5.54,17.5,11.1,34.0,39.25,30.01,30.01,100,,73,5.5,Y,33,21.00,3.8
Goran Dragic,PG,MIA,@ CHI,1st,110.25,5500,11.6,43.3,27.9,5.2,0.99,35.70,8.64,9.04,6.36,23.6,11.4,28.2,26.50,25.19,25.19,100,,68,4.6,,28,27.90,5.1
Willie Cauley-Stein,C,GSW,@ UTA,24th,96.25,5500,19.6,39.3,24.0,1.5,1.10,39.57,10.78,5.61,8.16,14.8,6.1,21.8,27.25,28.04,28.04,100,,77,5.1,Y,28,15.80,2.9
Miles Bridges,SF,CHA,@ WAS,28th,114.25,5400,12.5,40.7,22.6,2.1,0.72,26.05,8.74,8.06,7.28,18.1,10.5,31.2,30.00,24.56,24.56,100,,64,4.5,Y,35,47.60,8.8
PJ Washington,PF,CHA,@ WAS,12th,114.25,5400,10,38.8,25.0,1.5,0.88,31.53,8.20,8.22,5.58,16.8,8.7,28.5,24.50,22.32,22.32,100,,67,4.1,Y,29,22.40,4.1
DeAndre Jordan,C,BKN,vs SAC,17th,108.50,5400,6.8,47.2,26.0,2.1,1.19,42.98,11.92,11.54,7.28,12.1,4.7,21.8,22.00,24.15,24.15,100,,56,4.5,,19,24.50,4.5
Jakob Poeltl,C,SAS,@ PHI,15th,106.75,5400,13.5,39.6,17.2,1.6,1.08,38.64,12.41,7.48,8.45,15.1,4.1,16.0,24.50,24.67,24.67,100,,57,4.6,Y,24,14.50,2.7
Dennis Schroder,SG,OKC,vs LAL,4th,102.75,5400,6.8,49.4,26.8,4.0,0.93,33.64,15.58,12.18,12.44,26.8,13.2,28.7,28.75,25.04,25.04,100,,55,4.6,,29,21.60,4
Nerlens Noel,PF,OKC,vs LAL,10th,102.75,5200,6.8,44.9,22.5,1.7,1.23,44.33,11.27,10.90,6.34,15.5,4.6,18.3,20.25,23.10,23.10,100,,52,4.4,,,,
Danuel House,SF,HOU,@ LAC,5th,110.75,5200,0,19.6,23.9,1.2,0.83,29.71,8.14,9.80,0,13.2,7.8,28.9,0.00,0.00,0.00,100,,59,0,,,,
De'Andre Hunter,SF,ATL,@ DET,21st,110.25,5100,9.1,40.4,20.4,1.5,0.68,24.44,9.56,8.96,8.63,17.0,9.9,30.0,32.50,22.49,22.49,100,,56,4.4,Y,35,28.40,5.6
Rudy Gay,SF,SAS,@ PHI,22nd,106.75,5100,16.7,37.9,24.1,2.1,1.07,38.47,7.94,6.06,5.51,20.7,8.7,22.5,25.00,25.77,25.77,100,,75,5.1,,27,27.30,5.4
Coby White,PG,CHI,vs MIA,10th,106.25,5100,8.1,43.6,22.3,2.3,0.89,31.90,11.19,10.14,8,24.6,12.9,25.1,25.75,23.32,23.32,100,,55,4.6,,21,12.90,2.5
Otto Porter,SF,CHI,vs MIA,13th,106.25,5100,0,16.4,20.9,1.6,0.84,30.11,21.50,8.20,0,18.9,9.3,25.0,0.00,0.00,0.00,100,,61,0,,,,
Dwight Howard,C,LAL,@ OKC,5th,106.75,5100,10.1,40,22.3,1.0,1.09,39.16,13.05,8.56,7.61,12.3,3.7,20.5,21.00,22.91,22.91,100,,62,4.5,,17,19.40,3.8
Davis Bertans,SF,WAS,vs CHA,30th,120.25,5000,11.6,36.6,22.2,1.7,0.80,28.84,7.98,7.15,6.26,15.8,9.4,27.7,28.25,22.32,22.32,100,,68,4.5,,28,38.60,7.7
Kelly Olynyk,C,MIA,@ CHI,19th,110.25,5000,9.4,39.2,20.0,1.7,0.90,32.23,14.71,8.52,10.11,16.3,6.6,22.3,24.75,22.17,22.17,100,,57,4.4,,23,18.30,3.7
Tomas Satoransky,PG,CHI,vs MIA,27th,106.25,5000,6.2,42.6,22.0,4.8,0.86,31.06,13.06,10.39,9.52,15.5,7.1,25.5,26.25,21.81,21.81,100,,53,4.4,Y,21,19.90,4
Malik Monk,SG,CHA,@ WAS,28th,114.25,4900,6.6,41.8,17.3,2.4,0.80,29.05,12.83,10.05,8.82,21.7,8.6,21.5,24.75,21.72,21.72,100,,42,4.4,,22,26.40,5.4
Cory Joseph,PG,SAC,@ BKN,30th,106.50,4900,12.8,48.1,15.5,3.5,0.72,25.98,12.57,10.09,12.74,17.6,6.0,21.5,36.50,27.96,27.96,100,,35,5.7,Y,23,19.90,4.1
Joe Harris,SF,BKN,vs SAC,12th,108.50,4900,9.2,42.7,21.5,1.9,0.66,23.92,9.39,9.58,8.74,15.6,10.4,32.4,33.50,23.56,23.56,100,,55,4.8,Y,28,33.30,6.8
Daniel Theis,PF,BOS,@ DEN,18th,100.75,4900,11.2,40.3,23.7,1.4,1.02,36.79,7.67,8.32,5.22,13.4,5.4,23.2,24.50,23.63,23.63,100,,65,4.8,Y,18,18.60,3.8
Marquese Chriss,PF,GSW,@ UTA,1st,96.25,4900,8.8,40.4,18.4,1.7,1.10,39.67,12.28,9.03,8.19,19.7,5.4,16.7,24.00,22.33,22.33,100,,51,4.6,,22,26.80,5.5
JaVale McGee,C,LAL,@ OKC,5th,106.75,4800,1.3,47.2,20.6,0.9,1.24,44.47,18.69,13.11,8.57,16.7,5.1,16.6,16.50,20.97,20.97,100,,36,4.4,Y,18,20.90,4.4
Ky Bowman,PG,GSW,@ UTA,22nd,96.25,4800,6.8,43.6,14.9,2.3,0.75,26.78,14.74,10.51,13.31,16.2,6.6,20.0,32.50,22.56,22.56,100,,29,4.7,Y,36,43.70,9.1
Bruce Brown Jr.,SG,DET,vs ATL,15th,116.25,4700,0.2,45.2,19.2,3.7,0.71,25.54,11.22,12.85,9.51,15.4,6.9,27.0,30.50,19.50,19.50,100,,33,4.1,Y,33,37.30,7.9
Christian Wood,PF,DET,vs ATL,7th,116.25,4700,0,42.9,17.0,0.3,1.11,40.13,23.99,13.16,8.66,18.9,5.2,15.3,13.00,16.58,16.58,100,,23,3.5,,12,34.90,7.4
Kevin Huerter,SG,ATL,@ DET,29th,110.25,4700,0,9.3,18.7,2.8,0.83,29.92,7.26,4.64,0,18.3,7.5,22.5,0.00,0.00,0.00,100,,75,0,,,,
Bryn Forbes,SG,SAS,@ PHI,13th,106.75,4700,11.8,36.5,21.3,1.6,0.76,27.45,7.70,7.06,6.95,20.1,11.8,28.0,32.50,22.42,22.42,100,,67,4.8,Y,26,7.70,1.6
Tyler Herro,SG,MIA,@ CHI,16th,110.25,4700,9.9,39.8,22.6,2.2,0.78,28.16,8.44,8.54,6.45,21.2,10.8,28.9,27.50,22.74,22.74,100,,62,4.8,,28,22.60,4.8
Kyle Kuzma,PF,LAL,@ OKC,8th,106.75,4700,11.5,40.2,17.9,0.6,0.81,29.13,8.75,8.18,6.5,25.2,10.8,22.1,26.75,23.81,23.81,100,,54,5.1,,27,17.40,3.7
Dwight Powell,C,DAL,vs CLE,24th,115.75,4700,14,43.5,17.1,1.2,0.67,24.22,8.35,8.43,6.26,11.8,5.2,25.4,27.00,26.66,26.66,100,,51,5.7,Y,24,11.70,2.5
Delon Wright,SG,DAL,vs CLE,20th,115.75,4700,6.9,42,21.0,3.1,0.92,33.11,12.28,10.03,7.85,13.1,5.7,22.8,23.00,21.96,21.96,100,,52,4.7,,20,23.80,5.1
Gary Harris,SG,DEN,vs BOS,18th,105.75,4700,13.6,36.6,21.0,1.8,0.66,23.81,5.56,6.56,5.02,15.5,10.0,31.8,32.50,23.48,23.48,100,,69,5,Y,34,17.30,3.7
P.J. Tucker,PF,HOU,@ LAC,5th,110.75,4700,7.9,40.8,23.1,1.3,0.67,24.05,8.96,9.40,8.4,9.3,6.6,34.5,33.75,22.03,22.03,100,,59,4.7,Y,37,24.80,5.3
Reggie Jackson,PG,DET,vs ATL,2nd,116.25,4600,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
Patrick Mills,PG,SAS,@ PHI,13th,106.75,4600,8.7,40.1,18.8,2.0,0.87,31.24,14.80,8.97,11.61,21.7,8.9,21.7,28.25,22.14,22.14,100,,52,4.8,,26,13.60,3
Rajon Rondo,PG,LAL,@ OKC,19th,106.75,4600,16.9,35.2,19.7,6.0,0.95,34.09,13.78,5.23,9.95,18.7,7.0,20.8,26.00,24.76,24.76,100,,73,5.4,,18,19.20,4.2
Glenn Robinson III,SF,GSW,@ UTA,9th,96.25,4600,11.1,34.8,22.0,1.8,0.71,25.42,6.75,6.77,6.38,14.4,9.3,31.1,34.00,21.28,21.28,100,,69,4.6,Y,36,31.30,6.8
DeAndre Bembry,SG,ATL,@ DET,21st,110.25,4500,14,40.9,19.9,2.9,0.79,28.52,10.52,7.68,8.4,14.0,5.6,25.1,28.75,25.54,25.54,100,,61,5.7,Y,35,46.80,10.4
Kris Dunn,PG,CHI,vs MIA,10th,106.25,4500,8,36.6,22.1,3.2,1.07,38.61,12.72,8.16,7.6,15.5,6.5,20.6,21.50,20.28,20.28,100,,63,4.5,,22,26.10,5.8
Derrick White,PG,SAS,@ PHI,13th,106.75,4400,0,17.8,20.0,2.6,0.85,30.50,10.02,8.88,0,16.6,7.4,23.6,0.00,0.00,0.00,100,,56,0,,,,
Shaquille Harrison,PG,CHI,vs MIA,27th,106.25,4400,0,47.5,8.9,0.9,1.39,50.33,25.64,14.33,15.49,15.2,2.9,6.4,21.75,18.86,18.86,100,,0,4.3,Y,23,27.40,6.2
Thaddeus Young,PF,CHI,vs MIA,28th,106.25,4400,7.5,32.5,19.1,1.5,0.86,30.71,9.04,7.15,5.09,21.5,9.0,22.3,20.25,18.20,18.20,100,,63,4.1,,25,29.10,6.6
Maxi Kleber,PF,DAL,vs CLE,24th,115.75,4400,10.2,37.3,20.4,1.2,0.77,27.55,9.24,7.75,6.61,13.7,7.2,26.6,25.75,21.78,21.78,100,,62,5,,19,16.00,3.6
Cam Reddish,SF,ATL,@ DET,25th,110.25,4300,0,13.6,16.9,1.7,0.69,24.74,6.78,6.80,0,19.2,8.6,24.6,0.00,0.00,0.00,100,,60,0,,,,
Moritz Wagner,C,WAS,vs CHA,28th,120.25,4300,4.4,42.9,23.1,0.9,1.20,43.00,15.95,10.99,9.08,23.7,7.7,19.3,20.50,20.90,20.90,100,,52,4.9,,14,11.90,2.8
Jordan Clarkson,SG,CLE,@ DAL,20th,105.75,4300,11.6,30,22.6,2.4,0.99,35.54,7.58,5.27,4.47,27.1,11.3,22.9,21.25,19.48,19.48,100,,77,4.5,,15,2.70,0.6
