Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Ricky Rubio,PG,PHX,vs LAL,2nd,109.00,7700,21.8,46,37.3,8.6,1.17,42.11,9.84,6.91,8.68,20.1,11.1,31.9,31.75,32.16,32.16,100,,81,4.2,Y,39,39.80,5.2
Al Horford,PF,PHI,vs CLE,27th,115.50,7500,0,18.9,36.4,4.0,1.16,41.65,9.65,9.45,0,20.9,14.0,31.4,0.00,0.00,0.00,100,,74,0,,,,
C.J. McCollum,SG,POR,@ SAC,5th,111.75,7400,18.4,58,31.2,3.2,0.82,29.67,9.25,11.32,9.51,25.8,20.2,37.9,37.00,35.40,35.40,100,,64,4.8,Y,37,33.50,4.5
Tobias Harris,SF,PHI,vs CLE,4th,115.50,7300,25.2,47.1,37.1,3.2,1.06,38.04,6.89,6.27,6.46,21.0,14.0,35.1,33.75,34.56,34.56,100,,83,4.7,Y,33,19.00,2.6
Lauri Markkanen,PF,CHI,vs NYK,16th,108.75,7200,13.6,56.9,29.5,2.1,0.97,35.09,13.31,12.37,11.55,22.1,12.2,30.3,31.25,32.20,32.20,100,,58,4.5,Y,28,25.60,3.6
Jabari Parker,PF,ATL,@ DEN,22nd,99.75,7200,9.4,61.1,29.5,1.3,1.10,39.61,12.37,14.77,11.17,24.7,12.9,26.8,32.50,31.60,31.60,100,,50,4.4,Y,33,34.80,4.8
Jamal Murray,PG,DEN,vs ATL,14th,109.75,7200,18.5,51.4,32.2,4.2,0.96,34.46,8.01,9.41,7.45,25.5,15.7,33.7,33.50,32.60,32.60,100,,71,4.5,Y,33,39.60,5.5
Buddy Hield,SG,SAC,vs POR,21st,110.75,7000,18.4,50.5,26.5,1.6,0.87,31.49,10.28,9.16,9.28,27.1,16.0,30.3,32.50,32.17,32.17,100,,65,4.6,Y,37,23.30,3.3
RJ Barrett,SG,NYK,@ CHI,13th,102.75,6900,11,49.3,29.7,3.6,0.84,30.18,9.02,10.96,8.39,23.7,14.4,35.4,33.50,27.39,27.39,100,,63,4,Y,32,45.70,6.6
Wendell Carter Jr.,C,CHI,vs NYK,13th,108.75,6800,14.6,49.2,28.6,0.8,1.07,38.56,10.18,9.88,8.2,18.5,8.6,26.7,29.00,29.42,29.42,100,,65,4.3,Y,35,30.40,4.5
Mike Conley,PG,UTA,vs BKN,30th,112.75,6800,14.6,55.7,24.1,3.9,0.81,28.96,12.67,11.75,10.38,25.6,12.6,29.9,29.50,32.22,32.22,100,,51,4.7,Y,30,28.30,4.2
Jeremy Lamb,SG,IND,vs OKC,25th,107.00,6700,0,14.6,33.4,2.2,1.01,36.41,5.87,7.30,0,21.0,13.6,33.0,0.00,0.00,0.00,100,,78,0,,,,
Harrison Barnes,SF,SAC,vs POR,16th,110.75,6700,14.5,43.7,28.4,1.8,0.84,30.34,5.35,8.32,5.2,17.5,11.8,33.7,35.00,27.02,27.02,100,,71,4,Y,32,23.80,3.6
Myles Turner,C,IND,vs OKC,7th,107.00,6600,0,26.5,27.1,0.5,0.85,30.73,8.51,13.26,0,18.1,10.0,31.8,0.00,0.00,0.00,100,,51,0,,,,
Chris Paul,PG,OKC,@ IND,20th,106.00,6600,21.5,54.9,31.0,5.2,1.04,37.28,10.46,9.56,9.3,22.7,11.3,29.9,32.00,35.80,35.80,100,,69,5.4,Y,25,31.00,4.7
Josh Richardson,SG,PHI,vs CLE,11th,115.50,6600,18.2,44.5,28.3,4.2,0.83,29.98,8.31,7.53,7.68,19.1,11.8,34.0,33.25,29.47,29.47,100,,73,4.5,Y,34,25.70,3.9
Will Barton,SF,DEN,vs ATL,5th,109.75,6600,17.9,40.9,32.9,2.3,1.03,36.96,3.37,6.58,3.09,19.7,11.7,32.0,33.00,27.78,27.78,100,,80,4.2,Y,36,40.80,6.2
Bojan Bogdanovic,SF,UTA,vs BKN,28th,112.75,6600,13.7,43.4,29.7,2.0,0.92,33.22,9.28,8.47,7.99,27.7,15.2,32.2,31.00,26.41,26.41,100,,71,4,Y,30,21.30,3.2
Aron Baynes,C,PHX,vs LAL,8th,109.00,6500,5.3,52,30.4,3.1,1.26,45.18,15.36,13.32,11.73,21.2,10.0,24.2,27.50,25.31,25.31,100,,56,3.9,Y,26,31.70,4.9
Kelly Oubre Jr.,SF,PHX,vs LAL,1st,109.00,6500,19.3,45.9,30.2,1.6,1.00,35.97,11.89,7.61,10.4,22.6,12.4,30.2,31.50,30.67,30.67,100,,75,4.7,Y,19,5.30,0.8
Danilo Gallinari,SF,OKC,@ IND,21st,106.00,6400,23.9,43.1,28.5,1.7,0.98,35.15,5.94,5.50,5.03,24.4,13.0,29.2,30.50,32.11,32.11,100,,81,5,Y,24,21.80,3.4
Richaun Holmes,PF,SAC,vs POR,29th,110.75,6400,14.5,57.9,24.6,0.9,0.99,35.61,11.65,12.41,9.47,15.3,7.0,24.9,29.25,33.11,33.11,100,,50,5.2,Y,31,33.50,5.2
Marcus Morris,SF,NYK,@ CHI,13th,102.75,6300,10.9,52.4,30.5,1.2,0.89,32.05,9.41,11.85,8.5,22.1,13.9,34.3,32.50,28.67,28.67,100,,61,4.6,Y,32,31.30,5
Goran Dragic,PG,MIA,vs DET,28th,111.75,6200,16.5,52.7,28.0,4.8,0.99,35.73,9.81,10.33,9.27,23.2,11.2,28.2,34.00,32.01,32.01,100,,63,5.2,,33,30.20,4.9
Caris LeVert,SG,BKN,@ UTA,17th,106.75,6200,0,15.3,27.7,4.0,0.88,31.67,5.18,7.64,0,25.4,15.6,31.4,0.00,0.00,0.00,100,,72,0,,,,
T.J. Warren,SF,IND,vs OKC,12th,107.00,6100,10.2,55.4,27.6,1.2,0.79,28.43,11.51,12.94,10.79,21.6,15.4,34.9,33.75,29.56,29.56,100,,53,4.8,Y,31,39.10,6.4
Steven Adams,C,OKC,@ IND,24th,106.00,6100,18.5,37.6,25.7,2.0,0.96,34.65,8.13,5.44,6.21,17.1,7.4,26.7,27.50,26.68,26.68,100,,79,4.4,Y,19,17.50,2.9
Dennis Schroder,SG,OKC,@ IND,20th,106.00,6100,8.8,52.9,29.6,4.7,1.01,36.36,16.77,12.61,14.32,25.6,12.9,29.3,30.75,27.71,27.71,100,,57,4.5,,25,15.40,2.5
Luke Kennard,SF,DET,@ MIA,23rd,102.75,6100,13.2,41.5,28.8,4.1,0.86,31.11,7.12,8.08,6.82,21.5,13.2,33.3,34.50,25.29,25.29,100,,72,4.1,Y,38,35.70,5.9
Bruce Brown Jr.,SG,DET,@ MIA,23rd,102.75,6000,0,45.5,18.0,2.5,0.68,24.45,11.74,14.21,9.29,16.7,7.4,26.5,28.50,17.10,17.10,100,,21,2.9,Y,35,26.90,4.5
Paul Millsap,PF,DEN,vs ATL,9th,109.75,6000,15.3,46.5,24.5,1.2,0.92,33.08,6.88,8.91,5.45,18.7,8.7,26.7,28.50,28.69,28.69,100,,64,4.8,Y,30,32.20,5.4
Justise Winslow,SF,MIA,vs DET,11th,111.75,5800,0,27.4,32.2,4.8,0.89,32.02,10.71,13.69,0,20.7,14.4,36.2,0.00,0.00,0.00,100,,57,0,,,,
Derrick Rose,PG,DET,@ MIA,10th,102.75,5800,0,19.6,31.8,6.1,1.30,46.93,12.89,9.81,0,34.1,14.6,24.4,0.00,0.00,0.00,100,,69,0,,,,
Raulzinho Neto,PG,PHI,vs CLE,17th,115.50,5700,0,33,11.7,2.5,0.81,28.92,20.89,9.59,8.99,15.9,4.3,14.5,15.50,13.85,13.85,100,,18,2.4,,13,2.00,0.4
Collin Sexton,PG,CLE,@ PHI,11th,104.50,5600,12.3,38,25.7,2.1,0.84,30.12,7.85,7.34,6.76,26.3,15.7,30.7,31.00,23.28,23.28,100,,71,4.2,Y,33,32.00,5.7
Bobby Portis,C,NYK,@ CHI,12th,102.75,5600,6.4,49.7,24.1,1.5,0.99,35.69,12.54,12.38,8.53,20.3,10.0,24.3,24.50,24.98,24.98,100,,49,4.5,,19,14.10,2.5
Bogdan Bogdanovic,SG,SAC,vs POR,21st,110.75,5600,14.4,45.9,22.0,3.3,0.88,31.62,10.37,9.00,8.64,22.1,10.3,25.0,30.00,27.87,27.87,100,,59,5,,32,52.60,9.4
Taurean Prince,SF,BKN,@ UTA,7th,106.75,5500,6.9,52.7,25.5,1.3,0.84,30.14,10.20,13.08,9.21,17.1,10.6,30.4,32.50,26.56,26.56,100,,49,4.8,Y,34,23.20,4.2
Spencer Dinwiddie,SG,BKN,@ UTA,12th,106.75,5500,10,49.3,27.3,4.8,1.07,38.52,9.31,11.22,7.31,27.1,12.7,25.6,28.25,26.82,26.82,100,,59,4.9,,24,25.20,4.6
Thaddeus Young,PF,CHI,vs NYK,16th,108.75,5400,10.6,39.3,20.1,1.6,0.91,32.66,10.25,8.19,7.12,21.1,9.1,22.2,25.00,22.90,22.90,100,,59,4.2,,30,19.90,3.7
Larry Nance Jr.,SF,CLE,@ PHI,14th,104.50,5300,16,37.8,21.5,1.2,0.90,32.22,10.47,6.22,7.2,15.7,6.9,24.0,24.75,25.36,25.36,100,,71,4.8,,28,25.50,4.8
Otto Porter,SF,CHI,vs NYK,3rd,108.75,5300,0,16.4,20.9,1.6,0.84,30.11,21.50,8.20,0,18.9,9.3,25.0,0.00,0.00,0.00,100,,61,0,,,,
DeAndre Jordan,C,BKN,@ UTA,28th,106.75,5300,9.4,43.8,24.8,1.8,1.15,41.53,11.56,9.82,7.06,13.1,5.1,21.5,22.00,24.16,24.16,100,,60,4.6,,30,51.40,9.7
Tomas Satoransky,PG,CHI,vs NYK,3rd,108.75,5200,7.5,43,23.0,5.5,0.88,31.86,12.93,10.13,9.7,15.6,7.0,26.0,27.00,22.74,22.74,100,,56,4.4,Y,23,8.40,1.6
Mitchell Robinson,C,NYK,@ CHI,20th,102.75,5200,0,13,24.6,0.6,1.40,50.46,8.44,6.49,0,18.3,5.6,17.6,0.00,0.00,0.00,100,,74,0,,,,
Frank Ntilikina,PG,NYK,@ CHI,1st,102.75,5200,0,49.4,20.8,3.1,0.76,27.34,11.50,14.60,9.58,15.6,6.3,27.4,30.00,20.23,20.23,100,,30,3.9,Y,29,17.20,3.3
Gary Harris,SG,DEN,vs ATL,14th,109.75,5200,14.4,36.9,20.5,1.4,0.65,23.55,6.11,6.41,5.52,16.4,10.2,31.3,32.50,24.03,24.03,100,,69,4.6,Y,40,27.60,5.3
Nerlens Noel,PF,OKC,@ IND,17th,106.00,5100,3.4,43,20.7,1.7,1.20,43.05,11.16,11.33,5.43,15.1,4.4,17.3,17.50,20.38,20.38,100,,45,4,,20,20.20,4
Trey Burke,PG,PHI,vs CLE,17th,115.50,5100,0,15.3,21.4,3.5,1.16,41.55,13.77,7.65,0,20.7,7.5,18.5,0.00,0.00,0.00,100,,0,0,,,,
Tyler Herro,SG,MIA,vs DET,24th,111.75,5100,0,19.3,23.1,2.2,0.79,28.53,9.63,9.66,0,20.0,10.9,29.1,0.00,0.00,0.00,100,,58,0,,,,
Kendrick Nunn,PG,MIA,vs DET,28th,111.75,5000,21.8,52.4,26.6,2.6,0.94,33.68,8.44,8.72,8.03,25.6,14.3,28.4,34.25,34.91,34.91,100,,67,7,Y,37,33.10,6.6
Jarrett Allen,PF,BKN,@ UTA,28th,106.75,5000,10.1,48.2,25.2,0.9,0.96,34.45,8.99,10.87,6.31,14.8,5.7,26.3,25.25,26.45,26.45,100,,57,5.3,Y,18,17.90,3.6
Jordan Clarkson,SG,CLE,@ PHI,20th,104.50,4800,12.8,30.9,23.4,2.2,1.03,37.13,6.72,5.16,4.2,27.5,11.4,22.7,22.50,20.53,20.53,100,,78,4.3,,26,26.80,5.6
Kevin Huerter,SG,ATL,@ DEN,7th,99.75,4800,14.2,31.3,18.6,2.8,0.80,28.75,5.31,4.88,4.46,18.7,7.9,23.3,30.25,21.49,21.49,100,,74,4.5,Y,15,19.30,4
Goga Bitadze,C,IND,vs OKC,3rd,107.00,4700,0,24.5,20.1,1.5,1.10,39.73,10.85,12.25,0,14.2,4.8,18.2,0.00,0.00,0.00,100,,39,0,,,,
Darius Garland,PG,CLE,@ PHI,11th,104.50,4700,7.9,32.8,16.8,3.9,0.59,21.39,7.38,7.11,6.3,20.3,10.1,28.3,30.75,18.59,18.59,100,,58,4,Y,28,21.60,4.6
Markieff Morris,SF,DET,@ MIA,21st,102.75,4700,9.4,41,19.3,1.8,0.73,26.12,10.69,9.01,8.39,20.5,9.4,26.6,28.25,22.94,22.94,100,,53,4.9,Y,21,23.10,4.9
Dwight Howard,C,LAL,@ PHX,17th,112.00,4700,5.9,40.8,22.8,1.0,1.12,40.09,14.50,9.97,7.45,10.7,3.7,20.4,18.50,20.90,20.90,100,,56,4.4,,20,24.30,5.2
Kelly Olynyk,C,MIA,vs DET,10th,111.75,4600,11.2,44.6,18.7,1.7,0.86,31.14,17.48,9.54,13.96,17.4,6.8,21.7,28.75,25.50,25.50,100,,49,5.5,,29,27.10,5.9
Reggie Jackson,PG,DET,@ MIA,10th,102.75,4600,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
DeAndre Bembry,SG,ATL,@ DEN,28th,99.75,4600,12.4,42.3,21.5,3.1,0.82,29.66,11.26,8.54,9.23,16.4,6.8,26.1,29.50,25.19,25.19,100,,60,5.5,,30,17.50,3.8
De'Andre Hunter,SF,ATL,@ DEN,28th,99.75,4600,9.6,31,16.7,1.4,0.58,21.05,5.13,6.11,4.45,16.1,8.8,28.6,31.25,18.79,18.79,100,,63,4.1,Y,40,25.20,5.5
Kyle Kuzma,PF,LAL,@ PHX,2nd,112.00,4600,16.9,34.3,14.6,0.4,0.70,25.03,7.10,4.96,5.28,25.0,10.6,21.0,26.75,24.37,24.37,100,,66,5.3,,25,29.80,6.5
Dario Saric,PF,PHX,vs LAL,8th,109.00,4500,3.7,45.2,22.7,2.2,0.84,30.31,12.41,11.87,9.05,16.6,8.6,27.0,26.25,21.48,21.48,100,,48,4.8,Y,35,28.40,6.3
Langston Galloway,SG,DET,@ MIA,10th,102.75,4400,7,27.2,19.7,1.9,0.81,29.38,6.27,5.76,4.27,17.9,7.9,24.2,24.50,15.65,15.65,100,,71,3.6,,29,16.10,3.7
Kris Dunn,PG,CHI,vs NYK,8th,108.75,4400,7.5,34.7,19.9,2.8,0.97,34.95,12.07,7.77,6.87,15.1,6.4,20.5,20.50,19.19,19.19,100,,61,4.4,,19,32.00,7.3
Joe Ingles,SF,UTA,vs BKN,24th,112.75,4400,11.4,35.4,18.8,3.7,0.68,24.38,8.99,6.86,6.31,14.0,6.8,27.8,25.25,21.71,21.71,100,,64,4.9,,32,14.00,3.2
Joe Harris,SF,BKN,@ UTA,17th,106.75,4400,12.5,39.1,22.1,1.7,0.69,24.81,7.33,7.62,6.82,15.0,10.0,32.0,33.50,23.89,23.89,100,,66,5.4,Y,36,15.00,3.4
Rodney Hood,SF,POR,@ SAC,5th,111.75,4400,0,18.5,19.1,0.6,0.65,23.39,9.53,9.24,0,12.5,7.9,29.3,0.00,0.00,0.00,100,,52,0,,,,
Kent Bazemore,SF,POR,@ SAC,19th,111.75,4400,16.7,42.3,20.2,1.4,0.85,30.49,10.21,7.32,8.08,17.2,7.7,23.8,28.50,27.63,27.63,100,,64,6.3,Y,33,25.50,5.8
Doug McDermott,SF,IND,vs OKC,12th,107.00,4300,1.6,34,14.2,1.5,0.71,25.51,9.46,9.26,6.44,19.8,7.5,20.0,24.50,15.48,15.48,100,,35,3.6,,26,12.10,2.8
T.J. McConnell,PG,IND,vs OKC,23rd,107.00,4300,2.4,34.9,18.2,4.6,1.12,40.11,13.16,9.29,6.76,18.7,5.8,16.3,18.50,16.30,16.30,100,,49,3.8,,24,16.70,3.9
Cedi Osman,SF,CLE,@ PHI,14th,104.50,4300,12,38.2,19.4,2.3,0.63,22.90,8.13,7.49,7.4,13.5,8.3,30.6,32.75,23.20,23.20,100,,61,5.4,Y,32,8.70,2
Nemanja Bjelica,PF,SAC,vs POR,29th,110.75,4300,9,35.1,20.9,2.2,0.89,32.08,6.82,7.44,4.03,14.7,6.7,23.4,21.25,20.18,20.18,100,,64,4.7,Y,36,39.40,9.2
Furkan Korkmaz,SG,PHI,vs CLE,11th,115.50,4200,9.9,40.5,14.8,0.9,0.69,24.85,10.98,8.76,8.54,16.0,7.1,21.4,28.00,23.00,23.00,100,,41,5.5,Y,31,14.30,3.4
Coby White,PG,CHI,vs NYK,8th,108.75,4200,9.1,42.1,19.2,2.4,0.80,28.86,11.89,9.42,8.75,25.2,12.2,23.9,26.50,23.25,23.25,100,,51,5.5,,27,34.10,8.1
Taj Gibson,PF,NYK,@ CHI,12th,102.75,4200,8.4,34.9,10.8,1.3,0.74,26.58,8.60,7.59,5.08,14.7,3.6,14.6,21.25,19.74,19.74,100,,30,4.7,Y,26,32.00,7.6
Rajon Rondo,PG,LAL,@ PHX,5th,112.00,4200,14.7,14.7,,,,,,,0,,,,15.00,14.65,14.65,100,,0,3.5,,14,22.70,5.4
Anfernee Simons,PG,POR,@ SAC,14th,111.75,4200,8.6,36.5,17.7,1.1,0.87,31.29,11.98,7.99,8.74,21.6,8.8,20.4,26.25,20.56,20.56,100,,55,4.9,,28,8.40,2
Hamidou Diallo,SG,OKC,@ IND,7th,106.00,4100,11.9,33.6,20.0,0.8,0.91,32.76,10.24,6.18,7.75,20.5,8.0,22.0,27.25,21.21,21.21,100,,69,5.2,Y,22,9.10,2.2
Aaron Holiday,PG,IND,vs OKC,23rd,107.00,4100,13.2,36.8,14.9,2.5,0.76,27.55,8.31,6.75,6.46,21.2,6.9,19.5,28.00,23.32,23.32,100,,55,5.7,Y,31,31.60,7.7
Elfrid Payton,PG,NYK,@ CHI,1st,102.75,4100,0,25,23.0,3.8,0.90,32.44,15.92,12.51,0,15.1,7.3,25.5,0.00,0.00,0.00,100,,46,0,,,,
Kevin Knox,SF,NYK,@ CHI,12th,102.75,4100,7.4,27.1,18.8,1.3,0.82,29.60,8.28,5.65,5.06,18.7,7.9,22.9,22.00,15.83,15.83,100,,70,3.9,,32,18.60,4.5
Avery Bradley,SG,LAL,@ PHX,8th,112.00,4100,7.7,28.2,19.7,1.4,0.71,25.39,7.28,5.84,5.36,15.9,8.9,27.9,26.50,16.48,16.48,100,,70,4,Y,28,17.90,4.4
Quinn Cook,PG,LAL,@ PHX,5th,112.00,4100,0,29.8,11.6,2.3,0.72,25.67,16.67,10.38,5.21,16.3,5.8,16.2,11.25,9.08,9.08,100,,11,2.2,,8,6.00,1.5
Mario Hezonja,SF,POR,@ SAC,5th,111.75,4100,9.3,39,17.0,1.1,0.73,26.33,10.11,8.48,7.16,13.1,6.0,23.2,25.50,22.02,22.02,100,,50,5.4,Y,22,6.60,1.6
James Johnson,PF,MIA,vs DET,20th,111.75,4000,0,15,12.5,1.0,0.86,31.03,18.41,7.52,0,12.7,4.3,14.5,0.00,0.00,0.00,100,,40,0,,,,
Meyers Leonard,C,MIA,vs DET,20th,111.75,4000,1,45.6,16.3,0.8,0.83,29.80,16.14,12.76,10.31,13.3,5.0,19.7,23.00,20.12,20.12,100,,22,5,Y,18,8.50,2.1
Mikal Bridges,SF,PHX,vs LAL,2nd,109.00,4000,5,31,15.3,1.0,0.76,27.20,12.32,7.43,7.96,10.9,4.3,20.2,23.25,16.16,16.16,100,,51,4,,15,17.70,4.4
Royce O'Neale,PF,UTA,vs BKN,24th,112.75,4000,7.2,30.8,16.7,2.1,0.58,20.98,7.07,6.74,5.11,8.5,4.2,28.6,26.00,17.32,17.32,100,,60,4.3,Y,22,13.20,3.3
Justin Holiday,SF,IND,vs OKC,25th,107.00,3900,4.1,33,16.8,1.3,0.73,26.28,9.36,8.27,6.18,12.8,5.8,23.0,23.75,16.47,16.47,100,,51,4.2,,29,11.70,3
Christian Wood,PF,DET,@ MIA,21st,102.75,3900,0,39.7,14.7,0.3,0.99,35.92,24.10,12.36,8.37,16.9,4.6,14.8,12.50,14.94,14.94,100,,16,3.8,,26,31.60,8.1
Dennis Smith Jr.,PG,NYK,@ CHI,1st,102.75,3900,9.5,12.7,4.2,1.0,0.48,17.58,12.85,0.90,4.37,24.7,3.7,8.7,12.25,10.89,10.89,100,,79,2.8,,14,6.00,1.5
JaVale McGee,C,LAL,@ PHX,17th,112.00,3900,6.4,37.3,16.2,0.7,1.01,36.45,17.54,8.85,7.43,15.7,4.8,16.0,15.25,19.63,19.63,100,,45,5,Y,11,20.10,5.2
Danny Green,SG,LAL,@ PHX,8th,112.00,3900,2.6,41.7,18.8,1.2,0.71,25.55,11.88,11.17,8.75,14.1,7.6,26.4,26.50,19.34,19.34,100,,41,5,Y,25,18.70,4.8
Cameron Johnson,SF,PHX,vs LAL,1st,109.00,3900,0,31.2,12.1,0.6,0.84,30.23,15.65,9.38,7.39,17.7,5.3,14.4,17.00,12.46,12.46,100,,22,3.2,,27,16.30,4.2
Dewayne Dedmon,C,SAC,vs POR,5th,110.75,3900,7.4,30,13.1,0.6,0.77,27.47,10.07,6.47,4.55,16.6,5.2,17.1,16.25,17.09,17.09,100,,51,4.4,,7,7.60,1.9
Tony Snell,SG,DET,@ MIA,20th,102.75,3800,11,31.9,17.1,2.0,0.59,21.20,6.17,5.97,5.48,12.7,7.8,29.1,32.00,19.98,19.98,100,,65,5.3,Y,24,8.70,2.3
Duncan Robinson,SG,MIA,vs DET,28th,111.75,3800,3.8,43.3,15.2,0.7,0.70,25.13,12.78,11.30,11.45,14.0,7.0,21.8,32.25,20.74,20.74,100,,26,5.5,Y,29,9.40,2.5
Reggie Bullock,SG,NYK,@ CHI,13th,102.75,3800,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
