Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,Asts,FPPM,AVG/36,STDV/36,STDV,ProjSTDV,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exp.,Used,Con.,Value,Start,Mins,Score,Val
Domantas Sabonis,PF,IND,vs CLE,14th,111.00,8800,30.4,59.1,37.6,2.3,1.04,37.62,7.42,8.22,7.27,24.9,16.0,36.0,35.25,42.69,42.69,100,,78,4.9,Y,37,48.40,5.5
Nikola Vucevic,C,ORL,vs MIL,13th,105.00,8700,29.2,61.3,35.8,2.5,1.15,41.52,6.52,9.19,5.75,26.2,16.3,31.0,31.75,42.96,42.96,100,,74,4.9,Y,25,32.40,3.7
Kemba Walker,PG,BOS,vs NYK,7th,109.75,8700,20.7,69.2,38.0,3.5,1.10,39.60,16.01,13.88,15.57,28.5,19.0,34.5,35.00,41.47,41.47,100,,63,4.8,Y,36,47.70,5.5
Kristaps Porzingis,PF,DAL,vs LAL,12th,108.50,8500,28.7,61.2,42.4,3.3,1.35,48.87,9.27,9.28,8.24,30.8,17.5,31.3,32.00,42.63,42.63,100,,78,5,Y,37,24.80,2.9
De'Aaron Fox,PG,SAC,vs UTA,12th,105.50,8500,20.6,65.1,29.9,6.8,0.98,35.20,10.06,12.73,9.92,27.0,13.4,30.6,35.50,39.66,39.66,100,,57,4.7,Y,37,37.00,4.4
LaMarcus Aldridge,PF,SAS,@ GSW,5th,114.50,8500,24.4,62.5,36.0,2.5,1.04,37.51,12.30,10.87,11.45,22.4,14.3,34.5,33.50,40.73,40.73,100,,70,4.8,Y,26,33.60,4
Clint Capela,C,HOU,@ BKN,29th,124.50,8300,30.5,49.4,37.1,1.5,1.28,46.06,5.52,5.41,4.87,19.5,10.8,29.0,31.75,38.57,38.57,100,,85,4.6,Y,20,16.80,2
Donovan Mitchell,SG,UTA,@ SAC,12th,109.50,8300,23,57.1,38.9,3.0,1.16,41.68,7.84,9.75,7.46,28.0,17.4,33.6,34.25,37.58,37.58,100,,75,4.5,Y,35,40.80,4.9
Rudy Gobert,C,UTA,@ SAC,14th,109.50,8300,29.6,60.6,27.2,1.2,0.83,29.81,7.56,8.84,7.04,15.3,5.6,32.8,33.50,42.88,42.88,100,,68,5.2,Y,38,40.20,4.8
Julius Randle,PF,NYK,@ BOS,18th,100.75,8200,23.4,62.5,34.9,5.0,1.00,36.14,11.07,11.17,10.61,24.8,14.0,34.8,34.50,40.18,40.18,100,,68,4.9,Y,34,24.50,3
Draymond Green,PF,GSW,vs SAS,28th,107.50,8000,11,59.6,29.7,4.8,1.08,38.85,11.53,13.89,10.01,16.0,8.8,27.5,31.25,31.86,31.86,100,,53,4,Y,34,28.10,3.5
Marvin Bagley III,PF,SAC,vs UTA,12th,105.50,7900,0,0,31.0,0.0,1.11,39.86,0.00,0.00,0,25.8,16.0,28.0,0.00,0.00,0.00,100,,0,0,,,,
Tristan Thompson,C,CLE,@ IND,27th,104.00,7800,20.8,48.4,43.2,1.8,1.27,45.77,7.11,7.90,6.42,21.8,16.0,34.0,32.50,32.60,32.60,100,,82,4.2,Y,31,28.00,3.6
DeMar DeRozan,SG,SAS,@ GSW,6th,114.50,7800,28.4,54.4,34.7,2.3,1.02,36.77,6.62,7.44,6.3,30.1,17.8,34.0,34.25,39.53,39.53,100,,79,5.1,Y,29,27.70,3.6
Jayson Tatum,PF,BOS,vs NYK,4th,109.75,7700,25.4,46.7,40.6,2.0,1.12,40.32,7.43,6.08,7.38,27.2,20.8,36.3,35.75,34.56,34.56,100,,85,4.5,Y,34,33.70,4.4
Zach LaVine,SG,CHI,vs DET,29th,109.50,7600,13,66.9,33.7,4.0,1.05,37.70,16.66,15.40,15.62,27.7,17.0,32.2,33.75,36.06,36.06,100,,54,4.7,Y,32,30.50,4
Khris Middleton,SG,MIL,@ ORL,7th,109.00,7300,28.6,38.7,33.4,2.8,1.00,36.19,3.48,2.90,3.07,23.3,15.3,33.3,31.75,32.91,32.91,100,,91,4.5,Y,20,21.20,2.9
Lauri Markkanen,PF,CHI,vs DET,25th,109.50,7300,14.2,60.9,34.7,2.2,1.14,41.04,13.17,13.36,11.89,26.3,15.0,30.4,32.50,34.19,34.19,100,,61,4.7,Y,25,31.00,4.2
Gordon Hayward,SF,BOS,vs NYK,4th,109.75,7000,15.2,52.1,31.2,3.5,0.91,32.79,8.22,10.54,8.05,21.1,13.5,34.3,35.25,31.03,31.03,100,,66,4.4,Y,35,33.80,4.8
Myles Turner,C,IND,vs CLE,14th,111.00,6900,0,26.5,27.1,0.5,0.85,30.73,8.51,13.26,0,18.1,10.0,31.8,0.00,0.00,0.00,100,,51,0,,,,
Mike Conley,PG,UTA,@ SAC,15th,109.50,6900,16.2,57.1,21.4,4.4,0.80,28.75,12.66,11.70,10.73,27.4,12.4,26.8,30.50,33.73,33.73,100,,45,4.9,Y,33,37.80,5.5
Dejounte Murray,PG,SAS,@ GSW,6th,114.50,6900,0,14.1,36.4,5.0,1.58,56.90,10.11,7.05,0,24.2,9.5,23.0,0.00,0.00,0.00,100,,81,0,,,,
Caris LeVert,SG,BKN,vs HOU,30th,120.50,6800,22.4,49,29.1,4.0,0.87,31.51,4.09,7.61,3.64,25.3,16.5,33.3,32.00,33.81,33.81,100,,74,5,Y,32,33.80,5
Aaron Gordon,PF,ORL,vs MIL,22nd,105.00,6700,18.8,40.8,26.5,3.0,0.90,32.62,8.58,6.27,7.21,17.2,9.3,29.3,30.25,28.25,28.25,100,,76,4.2,Y,28,19.30,2.9
RJ Barrett,SG,NYK,@ BOS,17th,100.75,6700,13.7,51.9,32.4,3.0,0.90,32.20,9.12,10.92,9.06,23.6,15.0,36.2,35.75,30.08,30.08,100,,66,4.5,Y,39,34.90,5.2
Jonathan Isaac,SF,ORL,vs MIL,26th,105.00,6600,13.1,44.6,31.8,1.5,1.12,40.17,6.58,8.99,5.67,15.1,7.3,28.5,31.00,26.62,26.62,100,,72,4,Y,29,27.50,4.2
Wendell Carter Jr.,C,CHI,vs DET,7th,109.50,6600,15.7,45.5,29.2,0.4,1.09,39.22,10.39,8.52,8.08,19.8,9.2,26.8,28.00,28.44,28.44,100,,71,4.3,Y,32,32.20,4.9
Buddy Hield,SG,SAC,vs UTA,19th,105.50,6500,16.5,53.8,23.2,2.2,0.75,26.92,10.23,10.67,9.59,25.5,15.8,31.0,33.75,32.50,32.50,100,,54,5,Y,30,24.50,3.8
Richaun Holmes,PF,SAC,vs UTA,6th,105.50,6500,12.2,66.5,25.7,0.6,1.13,40.52,13.85,15.51,12.12,18.2,7.4,22.8,31.50,35.48,35.48,100,,40,5.5,Y,20,16.90,2.6
Jeremy Lamb,SG,IND,vs CLE,21st,111.00,6400,20.9,45.6,27.4,1.5,0.91,32.82,4.16,7.05,3.64,25.1,15.0,30.0,31.50,31.48,31.48,100,,0,4.9,Y,35,42.50,6.6
T.J. Warren,SF,IND,vs CLE,6th,111.00,6300,12.3,55.3,24.8,0.5,0.69,24.97,11.92,12.29,11.34,21.9,16.3,35.8,34.25,30.76,30.76,100,,50,4.9,Y,28,6.60,1
Eric Bledsoe,PG,MIL,@ ORL,25th,109.00,6300,20.8,44.9,21.7,4.3,0.84,30.37,8.93,6.89,7.01,24.3,11.0,25.8,28.25,31.09,31.09,100,,68,4.9,Y,27,36.20,5.7
Larry Nance Jr.,SF,CLE,@ IND,15th,104.00,6000,18.2,37.9,24.6,1.5,0.97,35.00,7.91,5.64,5.66,19.1,9.0,25.3,25.75,26.64,26.64,100,,77,4.4,,26,12.50,2.1
Spencer Dinwiddie,PG,BKN,vs HOU,22nd,120.50,5900,13.7,41.3,28.8,5.5,1.12,40.19,5.71,7.89,4.08,30.1,13.8,25.8,25.75,25.49,25.49,100,,73,4.3,,20,13.20,2.2
Delon Wright,SG,DAL,vs LAL,1st,108.50,5800,4.7,49.4,27.2,4.3,1.09,39.13,11.23,12.79,7.95,13.1,6.5,25.0,25.50,23.84,23.84,100,,53,4.1,,25,18.20,3.1
Enes Kanter,C,BOS,vs NYK,11th,109.75,5700,0,0,22.2,2.0,0.89,31.97,0.00,0.00,0,18.5,8.0,25.0,0.00,0.00,0.00,100,,0,0,,,,
Mitchell Robinson,C,NYK,@ BOS,8th,100.75,5700,23.2,30.5,29.2,0.8,1.58,56.87,2.05,2.07,1.27,19.5,6.5,18.5,22.25,26.33,26.33,100,,93,4.6,Y,16,18.20,3.2
Jaylen Brown,SG,BOS,vs NYK,3rd,109.75,5700,0,23.3,32.0,2.0,1.11,40.19,5.43,11.63,0,22.6,13.3,28.7,0.00,0.00,0.00,100,,64,0,,,,
Derrick Rose,SG,DET,@ CHI,4th,105.50,5700,12.7,48.3,30.8,6.2,1.22,44.03,13.50,10.17,10.03,35.1,15.2,25.2,26.75,27.98,27.98,100,,67,4.9,,25,42.70,7.5
Kevon Looney,C,GSW,vs SAS,28th,107.50,5700,0,0,14.3,1.0,1.43,51.48,0.00,0.00,0,19.2,4.0,10.0,0.00,0.00,0.00,100,,0,0,,,,
P.J. Tucker,PF,HOU,@ BKN,20th,124.50,5600,19.1,30.2,30.6,2.0,0.86,30.98,4.98,3.17,4.74,11.1,8.8,35.5,34.25,23.89,23.89,100,,90,4.3,Y,35,30.10,5.4
Brook Lopez,C,MIL,@ ORL,19th,109.00,5600,15.3,41.8,28.0,1.8,0.96,34.43,11.05,7.56,8.59,17.7,8.8,29.3,28.00,26.63,26.63,100,,73,4.8,Y,25,4.50,0.8
Bobby Portis,C,NYK,@ BOS,18th,100.75,5500,5.7,55.9,26.4,1.6,1.02,36.89,13.63,14.33,10.13,17.7,9.4,25.8,26.75,27.19,27.19,100,,46,4.9,,21,21.90,4
Otto Porter,SF,CHI,vs DET,14th,109.50,5500,17.6,39.3,17.0,1.0,0.66,23.88,8.61,6.20,6.82,17.2,8.8,25.6,28.50,26.87,26.87,100,,64,4.9,Y,31,36.20,6.6
Jarrett Allen,PF,BKN,vs HOU,21st,120.50,5400,18.2,38.9,27.4,1.3,1.00,35.90,3.20,5.90,2.18,12.2,5.8,27.5,24.50,27.06,27.06,100,,78,5,Y,31,24.50,4.5
Marcus Smart,SG,BOS,vs NYK,3rd,109.75,5400,17.7,44.7,26.9,5.3,0.84,30.23,8.30,7.69,8.07,14.9,10.8,32.0,35.00,29.28,29.28,100,,71,5.4,Y,30,23.10,4.3
Harrison Barnes,SF,SAC,vs UTA,10th,105.50,5400,12.7,42.2,24.0,0.8,0.76,27.47,4.58,8.44,4.33,16.7,11.2,31.4,34.00,25.32,25.32,100,,65,4.7,Y,31,31.70,5.9
Derrick White,PG,SAS,@ GSW,6th,114.50,5400,13.9,49.9,24.2,2.0,1.04,37.39,12.66,10.29,10.81,19.3,8.5,23.3,30.75,29.31,29.31,100,,57,5.4,Y,26,14.10,2.6
Marcus Morris,SF,NYK,@ BOS,17th,100.75,5300,14.3,44.1,24.9,0.4,0.76,27.52,6.85,8.52,5.95,20.2,12.0,32.6,31.25,27.10,27.10,100,,66,5.1,Y,39,49.30,9.3
Bojan Bogdanovic,SF,UTA,@ SAC,12th,109.50,5300,11.8,45.1,29.2,1.3,1.01,36.22,11.18,9.53,9.55,28.8,14.0,29.0,30.75,26.06,26.06,100,,67,4.9,Y,36,30.20,5.7
Taurean Prince,SF,BKN,vs HOU,13th,120.50,5200,12,44.4,24.3,1.5,0.74,26.66,5.98,9.25,5.07,16.4,10.8,32.8,30.50,25.85,25.85,100,,62,5,Y,34,47.90,9.2
DeAndre Jordan,C,BKN,vs HOU,21st,120.50,5200,11.2,43.7,21.3,0.8,0.99,35.62,13.18,9.29,8.05,11.9,4.0,21.5,22.00,25.12,25.12,100,,56,4.8,,16,18.90,3.6
Bogdan Bogdanovic,SG,SAC,vs UTA,19th,105.50,5100,11.9,39.6,19.7,3.6,0.82,29.52,11.52,7.93,8.4,22.5,10.8,24.0,26.25,23.76,23.76,100,,60,4.7,,25,15.90,3.1
Joe Ingles,SF,UTA,@ SAC,19th,109.50,5100,14.1,39.2,19.3,4.0,0.67,24.27,10.00,7.17,7.99,12.0,5.8,28.6,28.75,24.86,24.86,100,,63,4.9,,30,11.90,2.3
Eric Paschall,PF,GSW,vs SAS,28th,107.50,5100,8.2,38.6,22.0,1.8,0.79,28.25,4.69,8.68,3.65,14.6,8.3,28.0,28.00,21.21,21.21,100,,61,4.2,,20,10.90,2.1
Evan Fournier,SG,ORL,vs MIL,26th,105.00,5000,18.7,28.9,26.8,2.8,0.93,33.53,3.28,2.91,2.71,27.1,14.5,28.8,29.75,23.05,23.05,100,,89,4.6,Y,22,24.30,4.9
Luke Kennard,SF,DET,@ CHI,14th,105.50,4900,11.4,36.4,23.3,3.6,0.78,28.12,9.39,7.14,7.96,18.9,10.6,29.8,30.50,22.08,22.08,100,,69,4.5,Y,33,25.60,5.2
Kyle Kuzma,PF,LAL,@ DAL,25th,109.50,4900,17.5,17.5,,,,,,,0,,,,19.25,17.52,17.52,100,,0,3.6,,19,13.10,2.7
Maxi Kleber,PF,DAL,vs LAL,12th,108.50,4900,10.2,32.9,25.8,1.5,0.93,33.47,8.04,6.47,5.3,14.7,7.3,27.8,23.75,19.91,19.91,100,,75,4.1,,31,16.60,3.4
Collin Sexton,PG,CLE,@ IND,20th,104.00,4800,18.1,29,21.4,2.0,0.73,26.05,3.56,3.13,3.04,26.7,14.0,29.5,30.75,22.78,22.78,100,,85,4.7,Y,37,33.60,7
Dwight Howard,C,LAL,@ DAL,5th,109.50,4800,8.4,42.6,24.4,1.5,1.22,43.92,13.19,9.79,7.42,11.5,4.0,20.0,20.25,23.06,23.06,100,,60,4.8,,27,27.60,5.8
Nemanja Bjelica,PF,SAC,vs UTA,6th,105.50,4800,13.4,40.8,20.3,1.4,0.81,28.94,4.40,7.81,3.33,13.5,6.6,25.2,27.25,25.15,25.15,100,,62,5.2,Y,26,24.70,5.1
Willie Cauley-Stein,C,GSW,vs SAS,4th,107.50,4800,21.3,21.3,22.5,1.0,1.88,67.50,0.00,0.00,0,20.7,5.0,12.0,19.75,21.26,21.26,100,,0,4.4,Y,17,15.00,3.1
Elfrid Payton,PG,NYK,@ BOS,8th,100.75,4700,0,25,23.0,3.8,0.90,32.44,15.92,12.51,0,15.1,7.3,25.5,0.00,0.00,0.00,100,,46,0,,,,
Thaddeus Young,PF,CHI,vs DET,25th,109.50,4700,9,35.1,18.1,1.4,0.85,30.38,9.66,7.45,5.9,22.9,10.0,21.4,22.00,20.19,20.19,100,,59,4.3,,29,32.80,7
Cedi Osman,SF,CLE,@ IND,15th,104.00,4600,7.3,40.8,16.1,1.8,0.56,20.13,11.36,9.57,9.62,11.9,6.5,28.8,30.50,21.62,21.62,100,,41,4.7,Y,38,24.30,5.3
Markelle Fultz,PG,ORL,vs MIL,13th,105.00,4600,13.4,30.5,18.7,3.8,0.80,28.61,6.60,4.89,4.54,23.1,10.0,23.5,24.75,20.69,20.69,100,,74,4.5,,19,13.30,2.9
Tomas Satoransky,PG,CHI,vs DET,27th,109.50,4600,12.8,36.2,18.8,4.4,0.75,26.86,11.60,6.69,8.78,12.2,5.8,25.2,27.25,22.79,22.79,100,,64,5,Y,26,12.00,2.6
Reggie Jackson,PG,DET,@ CHI,4th,105.50,4600,0,1.6,13.5,4.0,0.77,27.77,5.73,0.80,0,16.9,5.5,17.5,0.00,0.00,0.00,100,,0,0,,,,
Rudy Gay,SF,SAS,@ GSW,2nd,114.50,4600,18.3,34.5,25.3,3.0,1.09,39.17,6.77,4.63,4.47,20.2,8.0,23.3,23.75,25.28,25.28,100,,82,5.5,,18,23.70,5.2
Danuel House,SF,HOU,@ BKN,20th,124.50,4500,12.4,34.6,24.9,1.0,0.82,29.33,8.91,6.34,7.55,12.2,8.0,30.5,30.50,21.93,21.93,100,,75,4.9,Y,32,26.00,5.8
Joe Harris,SF,BKN,vs HOU,30th,120.50,4500,17.6,31.1,18.7,1.3,0.55,19.68,3.19,3.86,2.79,13.5,9.8,34.3,31.50,23.35,23.35,100,,79,5.2,Y,34,36.80,8.2
Jalen Brunson,PG,DAL,vs LAL,1st,108.50,4500,6.9,32.5,21.0,3.8,0.88,31.87,19.58,7.29,12.1,22.1,8.8,23.8,22.25,17.88,17.88,100,,65,4,,15,6.20,1.4
Eric Gordon,SF,HOU,@ BKN,22nd,124.50,4400,21,32.1,16.3,1.0,0.50,17.86,2.35,3.16,2.17,18.2,14.0,32.8,33.25,25.73,25.73,100,,81,5.8,,28,8.70,2
Jordan Clarkson,SG,CLE,@ IND,26th,104.00,4400,17.8,30.4,20.6,2.3,0.94,34.06,6.62,3.59,4.74,26.3,9.8,21.8,25.75,23.22,23.22,100,,83,5.3,,27,33.90,7.7
Markieff Morris,SF,DET,@ CHI,19th,105.50,4400,10.1,38.4,18.2,1.6,0.68,24.50,10.77,8.09,8,21.1,9.4,26.8,26.75,22.24,22.24,100,,56,5.1,Y,32,18.30,4.2
Coby White,PG,CHI,vs DET,29th,109.50,4400,10.2,40.4,22.7,2.8,0.98,35.26,6.16,8.63,3.94,23.7,12.0,23.2,23.00,23.17,23.17,100,,62,5.3,,19,7.20,1.6
Danny Green,SG,LAL,@ DAL,17th,109.50,4400,0.1,47.9,24.0,1.0,0.91,32.91,12.96,13.65,10.17,16.6,9.5,26.3,28.25,20.60,20.60,100,,43,4.7,Y,34,18.70,4.3
Dwight Powell,C,DAL,vs LAL,12th,108.50,4400,19.3,19.3,7.8,0.0,0.56,20.06,0.00,0.00,0,15.9,2.0,14.0,19.25,19.29,19.29,100,,0,4.4,Y,25,17.00,3.9
Bryn Forbes,SG,SAS,@ GSW,6th,114.50,4400,11.4,36.8,20.1,1.0,0.67,24.26,7.19,7.27,6.34,17.8,11.3,29.8,31.75,22.30,22.30,100,,64,5.1,Y,26,20.90,4.8
Glenn Robinson III,SF,GSW,vs SAS,18th,107.50,4400,10.2,32.3,23.2,1.3,0.82,29.60,4.78,6.31,4.02,16.9,10.0,28.3,30.25,19.66,19.66,100,,73,4.5,Y,27,10.30,2.3
Ky Bowman,PG,GSW,vs SAS,26th,107.50,4300,0,26.3,6.6,0.5,0.73,26.20,24.65,8.44,9.24,16.8,3.5,9.0,13.50,9.39,9.39,100,,0,2.2,,15,5.20,1.2
Darius Garland,PG,CLE,@ IND,20th,104.00,4200,11.4,23.8,14.5,3.5,0.53,19.16,2.70,3.56,2.16,22.5,10.8,27.3,28.75,16.69,16.69,100,,75,4,Y,26,7.70,1.8
George Hill,PG,MIL,@ ORL,25th,109.00,4200,5.5,34.1,25.5,4.0,1.03,37.09,20.03,8.16,12.52,16.7,7.5,24.8,22.50,17.73,17.73,100,,68,4.2,,15,17.40,4.1
Rajon Rondo,PG,LAL,@ DAL,3rd,109.50,4200,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Alec Burks,SF,GSW,vs SAS,15th,107.50,4200,17.3,17.3,10.2,2.0,0.57,20.40,0.00,0.00,0,16.4,6.0,18.0,21.25,17.33,17.33,100,,0,4.1,,16,15.20,3.6
Al-Farouq Aminu,PF,ORL,vs MIL,26th,105.00,4100,2.7,39.2,19.5,1.0,0.80,28.87,18.51,10.44,11.83,12.4,5.3,24.3,23.00,18.33,18.33,100,,46,4.5,,21,11.50,2.8
D.J. Augustin,PG,ORL,vs MIL,13th,105.00,4100,17.5,24.4,18.8,4.3,0.73,26.32,4.20,1.98,3.03,17.3,8.8,25.8,26.00,20.44,20.44,100,,89,5,Y,23,12.00,2.9
Kris Dunn,PG,CHI,vs DET,29th,109.50,4100,4.6,34.2,19.4,2.4,0.90,32.40,10.40,8.47,5.34,15.1,6.8,21.6,18.50,17.27,17.27,100,,56,4.2,,19,11.30,2.8
JaVale McGee,C,LAL,@ DAL,5th,109.50,4100,7.7,36.5,14.0,0.5,0.76,27.15,13.59,8.22,5.95,15.1,4.8,18.5,15.75,20.03,20.03,100,,41,4.9,Y,12,7.40,1.8
Jakob Poeltl,C,SAS,@ GSW,16th,114.50,4100,6.3,31.5,15.4,1.8,1.12,40.39,15.20,7.19,6.97,14.7,4.0,13.8,16.50,17.11,17.11,100,,53,4.2,,18,21.50,5.2
Christian Wood,PF,DET,@ CHI,19th,105.50,4000,2.7,49.7,14.7,0.0,0.98,35.16,25.00,13.41,12.67,19.3,5.0,15.0,18.25,22.86,22.86,100,,9,5.7,,15,22.80,5.7
Harry Giles,PF,SAC,vs UTA,6th,105.50,4000,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
DeMarre Carroll,SF,SAS,@ GSW,2nd,114.50,4000,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,17,9.40,2.4
Wesley Matthews,SG,MIL,@ ORL,7th,109.00,3900,9.7,31.8,20.7,1.8,0.70,25.23,7.85,6.31,6.27,13.9,9.5,29.5,28.75,19.19,19.19,100,,70,4.9,Y,20,3.00,0.8
Daniel Theis,PF,BOS,vs NYK,9th,109.75,3900,16.2,42.1,16.1,0.7,0.91,32.74,4.81,7.39,3.71,15.2,5.3,17.7,27.75,27.33,27.33,100,,54,7,Y,27,25.60,6.6
Robert Williams,C,BOS,vs NYK,11th,109.75,3900,0,8.8,19.5,2.0,1.26,45.29,7.57,4.42,0,10.6,3.0,15.5,0.00,0.00,0.00,100,,77,0,,,,
Dennis Smith Jr.,PG,NYK,@ BOS,8th,100.75,3900,0,1.8,4.2,1.0,0.48,17.58,12.85,0.90,0,24.7,3.7,8.7,0.00,0.00,0.00,100,,79,0,,,,
Quinn Cook,PG,LAL,@ DAL,3rd,109.50,3900,3.3,31.5,14.2,3.5,0.68,24.26,10.80,8.06,5.78,18.4,8.0,21.0,19.25,15.39,15.39,100,,43,3.9,,4,0.00,
Royce O'Neale,PF,UTA,@ SAC,19th,109.50,3900,9.2,31.2,16.2,1.6,0.60,21.44,6.92,6.30,5.33,9.8,4.8,27.2,27.75,18.61,18.61,100,,61,4.8,Y,23,17.60,4.5
Justin Holiday,SF,IND,vs CLE,21st,111.00,3800,6.6,32.2,17.9,1.5,0.83,29.97,9.11,7.33,6.26,10.6,5.3,21.5,24.75,17.55,17.55,100,,59,4.6,,23,19.30,5.1
Terrence Ross,SG,ORL,vs MIL,26th,105.00,3800,13.4,31.4,14.2,1.0,0.64,22.89,9.92,5.14,6.61,25.1,10.5,22.3,24.00,21.14,21.14,100,,64,5.6,,21,15.90,4.2
Reggie Bullock,SG,NYK,@ BOS,17th,100.75,3800,0,0,,,,,,,0,,,,0.00,0.00,0.00,100,,0,0,,,,
Kevin Knox,SF,NYK,@ BOS,18th,100.75,3800,13.2,22.1,19.2,1.2,0.83,29.99,6.96,2.54,4.64,20.7,8.6,23.0,24.00,17.02,17.02,100,,87,4.5,,29,24.30,6.4
Emmanuel Mudiay,PG,UTA,@ SAC,15th,109.50,3800,8.7,25.9,18.9,3.8,0.98,35.36,10.64,4.90,5.1,28.0,8.8,19.2,17.25,16.08,16.08,100,,74,4.2,,15,12.00,3.2
Trey Lyles,PF,SAS,@ GSW,5th,114.50,3800,13.5,27.7,14.4,1.8,0.72,25.88,4.38,4.06,2.52,8.5,3.3,20.0,20.75,19.57,19.57,100,,72,5.2,Y,28,21.30,5.6
Marquese Chriss,PF,GSW,vs SAS,28th,107.50,3800,0,17.1,16.7,1.3,1.09,39.13,7.89,8.54,0,17.1,4.0,15.3,0.00,0.00,0.00,100,,49,0,,19,17.80,4.7
Patrick Mills,PG,SAS,@ GSW,6th,114.50,3800,10.3,28.1,14.3,2.0,0.72,25.97,10.27,5.06,6.42,18.7,7.0,19.8,22.50,17.93,17.93,100,,65,4.7,,22,38.60,10.2
Omari Spellman,PF,GSW,vs SAS,26th,107.50,3800,0.5,31.3,21.0,0.8,1.12,40.27,13.78,8.81,6.03,21.3,7.0,18.8,15.75,13.68,13.68,100,,58,3.6,,5,5.90,1.6
Jordan Poole,SG,GSW,vs SAS,15th,107.50,3800,13.8,24.9,14.5,1.3,0.64,22.98,4.04,3.19,3.06,20.6,10.0,22.8,27.25,18.55,18.55,100,,78,4.9,Y,29,20.50,5.4
Edmond Sumner,PG,IND,vs CLE,21st,111.00,3700,0,6,16.9,2.0,0.76,27.19,1.84,3.01,0,14.1,6.0,22.3,0.00,0.00,0.00,100,,82,0,,,,
Seth Curry,PG,DAL,vs LAL,1st,108.50,3700,7.2,24.9,17.1,1.5,0.78,28.30,4.61,5.06,3.04,16.6,7.3,21.8,23.75,14.79,14.79,100,,70,4,Y,23,8.90,2.4
Tim Hardaway Jr.,SF,DAL,vs LAL,2nd,108.50,3700,8.5,30.1,13.6,1.5,0.62,22.17,9.30,6.19,5.49,18.0,7.8,22.0,21.25,17.76,17.76,100,,54,4.8,,27,17.50,4.7
